Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,TimeInMs,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,CPUStartTimeInMs,MsBetweenAppStart,MsCPUBusy,MsCPUWait,MsGPULatency,MsGPUTime,MsGPUBusy,MsGPUWait,MsAnimationError,AnimationTime,MsFlipDelay,MsAllInputToPhotonLatency,MsClickToPhotonLatency
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1233.1254,NA,0.33540000000000,6.96920000000000,0.16930000000000,2.46650000000000,14.8996,1233.0845,0.2102,0.0409,0.1693,1.1269,1.3805,1.3706,0.0099,35.0184,1233.0845,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1279.7067,NA,46.58130000000000,34.65310000000000,0.58190000000000,1.66280000000000,2.9714,1233.2947,46.9939,46.4120,0.5819,46.5444,1.5304,1.5304,0.0000,-34.4429,1233.2947,NA,NA,NA
dwm.exe,2032,0x0,Other,-1,0,0,Hardware: Legacy Flip,1138.7600,NA,34.83110000000000,34.67390000000000,0.00000000000000,0.57790000000000,4.9948,1103.9289,34.8311,34.8311,0.0000,0.5165,34.8925,1.4946,33.3979,41.8943,1103.9289,NA,NA,NA
NVIDIA Overlay.exe,3556,0x2383AD26A40,DXGI,0,0,0,Composed: Copy with GPU GDI,816.9100,NA,510.29559999999998,513.85590000000002,0.28290000000000,3.54640000000000,14.3577,307.0102,510.1827,509.8998,0.2829,1.4609,511.9853,3.0545,508.9308,NA,307.0102,NA,NA,NA
dwm.exe,2032,0x0,Other,-1,0,0,Hardware: Legacy Flip,1312.6100,NA,173.84999999999999,173.70380000000000,0.00000000000000,0.52840000000000,4.8486,1138.7600,173.8500,173.8500,0.0000,0.5779,173.8005,1.4600,172.3405,-138.8727,1138.7600,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1280.3588,NA,0.65210000000000,7.15670000000000,0.26620000000000,1.53010000000000,9.4760,1280.2886,0.3364,0.0702,0.2662,1.0809,0.5194,0.5078,0.0116,39.8372,1280.2886,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1322.9163,NA,42.55750000000000,41.46070000000000,0.42620000000000,1.67150000000000,8.3792,1280.6250,42.7175,42.2913,0.4262,25.2001,18.7627,3.2745,15.4882,-41.1243,1280.6250,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1323.3850,NA,0.46870000000000,6.93890000000000,0.17020000000000,2.67860000000000,14.8494,1323.3425,0.2127,0.0425,0.1702,1.2453,1.4758,1.4656,0.0102,35.7786,1323.3425,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1372.0459,NA,48.66090000000000,41.74710000000000,0.43330000000000,2.46540000000000,7.9356,1323.5552,48.9240,48.4907,0.4333,48.6500,2.3061,2.3061,0.0000,-41.5344,1323.5552,NA,NA,NA
WindowsTerminal.exe,31340,0x20E7DA60E70,DXGI,1,0,0,Hardware Composed: Independent Flip,1372.5479,NA,0.50200000000000,6.90240000000000,0.20720000000000,2.46900000000000,14.3360,1372.4792,0.2759,0.0687,0.2072,2.0321,0.5056,0.4904,0.0152,42.0216,1372.4792,NA,NA,NA
